Admin0,Admin1,Admin2,FIPS,Population,CaseCount,DeathCount,CasesPer100K,DeathsPerM,CFR
"Denmark","Faroe Islands","",0,48865,1627,2,3329.58,40.93,0.0012
"Denmark","Greenland","",0,56772,795,0,1400.34,0.00,0.0000
